"","Retailer_country","Order_method_type","Retailer_type","Product_line","Product_type","Product","Year","Quarter","Revenue","Quantity","Gross_margin","pred"
"84478","Mexico","Web","Outdoors Shop","Personal Accessories","Watches","Legend",2014,"Q3 2014",8964,36,0.44578313,8857.76837644697
"84539","Mexico","Web","Sports Store","Personal Accessories","Eyewear","Fairway",2014,"Q3 2014",8287.5,390,0.41647059,8288.47422688279
"84574","Brazil","Web","Golf Shop","Personal Accessories","Watches","Sam",2014,"Q3 2014",8514,180,0.402537,8513.81329591553
"84577","Brazil","Web","Golf Shop","Personal Accessories","Eyewear","Maximus",2014,"Q3 2014",8483.5,95,0.52418813,8536.69414502486
"84579","Brazil","Web","Golf Shop","Personal Accessories","Binoculars","Ranger Vision",2014,"Q3 2014",8450,50,0.53343195,8749.54510877712
"84590","Brazil","Web","Department Store","Personal Accessories","Watches","Mountain Man Deluxe",2014,"Q3 2014",8521.7,110,0.49657932,8619.84486291762
"84666","Brazil","Web","Outdoors Shop","Personal Accessories","Knives","Max Gizmo",2014,"Q3 2014",8522.4,212,0.53656716,8445.60193961375
"84774","Japan","Web","Golf Shop","Personal Accessories","Watches","Lux",2014,"Q3 2014",8360,50,0.4958134,8670.35795256814
"84945","Japan","Web","Eyewear Store","Personal Accessories","Watches","Sam",2014,"Q3 2014",8892.4,188,0.402537,8744.37252378268
"84947","Japan","Web","Eyewear Store","Personal Accessories","Watches","Zodiak",2014,"Q3 2014",8650.5,79,0.42557078,8727.06832946791
"85083","Singapore","Web","Golf Shop","Personal Accessories","Watches","Sam",2014,"Q3 2014",8703.2,184,0.402537,8629.0929098491
"85262","Korea","Web","Golf Shop","Personal Accessories","Watches","Lux",2014,"Q3 2014",8861.6,53,0.4958134,8756.81766301832
"85265","Korea","Web","Golf Shop","Personal Accessories","Watches","Legend",2014,"Q3 2014",8220,30,0.41386861,8557.59259322262
"85424","Korea","Web","Sports Store","Personal Accessories","Eyewear","Maximus",2014,"Q3 2014",8716.25,95,0.48752044,8390.48493228333
"85716","Australia","Web","Department Store","Personal Accessories","Watches","Legend",2014,"Q3 2014",8985,33,0.42828047,8701.51833725007
"85803","Australia","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Extreme",2014,"Q3 2014",8949.12,32,0.58453122,8726.41463957384
"85804","Australia","Web","Outdoors Shop","Personal Accessories","Watches","Venue",2014,"Q3 2014",8322,114,0.43424658,8631.43612131573
"86032","Netherlands","Web","Eyewear Store","Personal Accessories","Watches","Venue",2014,"Q3 2014",8979,123,0.43424658,8890.81525266627
"86052","Netherlands","Web","Eyewear Store","Personal Accessories","Eyewear","Hawk Eye",2014,"Q3 2014",8635.5,202,0.41614035,8499.91805477695
"86074","Netherlands","Web","Sports Store","Personal Accessories","Watches","Zodiak",2014,"Q3 2014",8322,76,0.42557078,8640.60861901773
"86130","Sweden","Web","Department Store","Personal Accessories","Watches","Mountain Man Deluxe",2014,"Q3 2014",8986.52,116,0.49657932,8792.76428381798
"86221","Sweden","Web","Sports Store","Personal Accessories","Watches","TX",2014,"Q3 2014",8852,43,0.4596995,8693.65770783236
"86335","Denmark","Web","Eyewear Store","Personal Accessories","Watches","Mountain Man Extreme",2014,"Q3 2014",8478,30,0.5888535,8686.00954676681
"86360","Denmark","Web","Sports Store","Personal Accessories","Binoculars","Ranger Vision",2014,"Q3 2014",8788,52,0.53343195,8807.1849157439
"86762","France","Web","Sports Store","Camping Equipment","Lanterns","Firefly Extreme",2014,"Q3 2014",8878.96,164,0.44052457,8644.91889897426
"86849","France","Sales visit","Sports Store","Personal Accessories","Eyewear","Polar Sports",2014,"Q3 2014",8718.18,74,0.50022596,8640.22417705704
"86950","Germany","Web","Department Store","Personal Accessories","Watches","Sam",2014,"Q3 2014",8939.7,189,0.402537,8773.19242726607
"87068","Germany","Web","Outdoors Shop","Personal Accessories","Eyewear","Bella",2014,"Q3 2014",8505,126,0.46859259,8782.46174424581
"87147","Germany","Web","Sports Store","Personal Accessories","Eyewear","Hawk Eye",2014,"Q3 2014",8550,200,0.41614035,8442.27824781017
"87177","Switzerland","Web","Golf Shop","Personal Accessories","Eyewear","Fairway",2014,"Q3 2014",8393.75,395,0.41647059,8432.57374429976
"87448","United Kingdom","Web","Department Store","Personal Accessories","Watches","Mountain Man Digital",2014,"Q3 2014",8808.48,216,0.50956351,8762.5054522509
"87454","United Kingdom","Web","Department Store","Personal Accessories","Watches","Sam",2014,"Q3 2014",8845.1,187,0.402537,8715.55262029928
"87589","United Kingdom","Web","Eyewear Store","Personal Accessories","Watches","Mountain Man Extreme",2014,"Q3 2014",8478,30,0.5888535,8686.00954676681
"87605","United Kingdom","Web","Eyewear Store","Personal Accessories","Eyewear","Maximus",2014,"Q3 2014",8624.5,94,0.48752044,8361.66502879994
"87638","United Kingdom","Web","Sports Store","Personal Accessories","Eyewear","Bella",2014,"Q3 2014",8977.5,133,0.46859259,8984.20106862956
"87741","Belgium","Web","Warehouse Store","Personal Accessories","Binoculars","Seeker Mini",2014,"Q3 2014",8534.4,105,0.50787402,8661.94277219662
"87851","Belgium","Web","Sports Store","Personal Accessories","Watches","Sam",2014,"Q3 2014",8608.6,182,0.402537,8571.45310288231
"87865","Belgium","Web","Sports Store","Personal Accessories","Knives","Max Gizmo",2014,"Q3 2014",8803.8,219,0.53656716,8647.3412639975
"87875","Austria","Web","Golf Shop","Personal Accessories","Watches","Zodiak",2014,"Q3 2014",8979,82,0.42557078,8813.52803991809
"87910","Austria","Web","Department Store","Personal Accessories","Watches","TX",2014,"Q3 2014",8990,45,0.4560178,8736.61705746599
"87945","Austria","Web","Warehouse Store","Personal Accessories","Binoculars","Seeker Mini",2014,"Q3 2014",8534.4,105,0.50787402,8661.94277219662
"87974","Austria","Web","Outdoors Shop","Camping Equipment","Lanterns","Firefly Extreme",2014,"Q3 2014",8933.1,165,0.44052457,8673.73880245765
"88005","Austria","Web","Outdoors Shop","Personal Accessories","Watches","Sam",2014,"Q3 2014",8608.6,182,0.402537,8571.45310288231
"88094","Italy","Web","Golf Shop","Personal Accessories","Watches","Infinity",2014,"Q3 2014",8405.2,35,0.45456146,8626.58665827174
"88108","Italy","Web","Golf Shop","Personal Accessories","Eyewear","Hawk Eye",2014,"Q3 2014",8678.25,203,0.41614035,8528.73795826034
"88124","Italy","Web","Department Store","Personal Accessories","Watches","Mountain Man Deluxe",2014,"Q3 2014",8289.29,107,0.49657932,8533.38515246744
"88136","Italy","Web","Department Store","Personal Accessories","Eyewear","Hawk Eye",2014,"Q3 2014",8678.25,203,0.41614035,8528.73795826034
"88217","Italy","Web","Eyewear Store","Personal Accessories","Watches","Mountain Man Deluxe",2014,"Q3 2014",8366.76,108,0.49657932,8562.20505595083
"88250","Italy","Web","Sports Store","Personal Accessories","Watches","TX",2014,"Q3 2014",8613,44,0.4508998,8687.38957579016
"88308","Spain","Web","Golf Shop","Personal Accessories","Eyewear","Polar Extreme",2014,"Q3 2014",8876.07,63,0.48541415,8706.02959395052
"88328","Spain","Web","Department Store","Personal Accessories","Watches","Infinity",2014,"Q3 2014",8516,34,0.43626116,8524.79590617657
"88426","Spain","Web","Sports Store","Camping Equipment","Lanterns","Flicker Lantern",2014,"Q3 2014",8459.94,246,0.5457982,8536.88923069486
"88432","Spain","Web","Sports Store","Personal Accessories","Watches","Sam",2014,"Q3 2014",8466.7,179,0.402537,8484.99339243214
